id,word,reading,english_meaning,study_level,kanji_components,component_levels
N3_V128,供給,きょうきゅう,supply; provision,N3,供 給,N3 N3
N3_V129,格好,かっこう,appearance; shape; form,N3,格 好,N3 N3
N3_V130,打合せ,うちあわせ,meeting; arrangement,N3,打 合,N3 N3
N3_V131,御礼,おれい,thanks; gratitude,N3,御 礼,N3 N3
N3_V132,断定,だんてい,definite conclusion; assertion,N3,断 定,N3 N3
N3_V133,方式,ほうしき,method; system; formula,N3,方 式,N4 N3
N3_V134,医師,いし,physician; doctor,N3,医 師,N4 N3
N3_V135,告白,こくはく,confession; declaration,N3,告 白,N3 N5
N3_V136,深刻,しんこく,serious; grave,N3,深 刻,N3 N3
N3_V137,存在,そんざい,existence; being,N3,存 在,N3 N3
N3_V138,争点,そうてん,point at issue,N3,争 点,N3 N3
N3_V139,感覚,かんかく,sense; sensation,N3,感 覚,N3 N3
N3_V140,外側,そとがわ,outside; outer side,N3,外 側,N5 N3
N3_V141,飛行,ひこう,flight; aviation,N3,飛 行,N3 N5
N3_V142,参観,さんかん,visit for observation; school visitation,N3,参 観,N3 N3
N3_V143,突然,とつぜん,suddenly; abrupt,N3,突 然,N3 N3
N3_V144,形容,けいよう,description; representation,N3,形 容,N3 N3
N3_V145,育成,いくせい,training; development; fostering,N3,育 成,N3 N3
N3_V146,構成,こうせい,composition; structure,N3,構 成,N3 N3
N3_V147,認定,にんてい,certification; recognition,N3,認 定,N3 N3
N3_V148,単位,たんい,unit; credit,N3,単 位,N3 N3
N3_V149,達人,たつじん,master; expert,N3,達 人,N3 N5
N3_V150,留守,るす,absence; being away from home,N3,留 守,N3 N3
N3_V151,不満,ふまん,dissatisfaction,N3,不 満,N4 N3
N3_V152,消費,しょうひ,consumption; spending,N3,消 費,N3 N3
N3_V153,責任,せきにん,responsibility,N3,責 任,N3 N3
N3_V154,居住,きょじゅう,residence; living,N3,居 住,N3 N4
N3_V155,予定,よてい,plan; schedule,N3,予 定,N3 N3
N3_V156,路地,ろじ,alley; lane,N3,路 地,N3 N4
N3_V157,座席,ざせき,seat,N3,座 席,N3 N3
N3_V158,観客,かんきゃく,audience; spectator,N3,観 客,N3 N3
N3_V159,船長,せんちょう,ship captain,N3,船 長,N3 N5
N3_V160,追加,ついか,addition; supplement,N3,追 加,N3 N3
N3_V161,背中,せなか,back (of the body),N3,背 中,N3 N5
N3_V162,観察,かんさつ,observation,N3,観 察,N3 N3
N3_V163,誰彼,だれかれ,anyone and everyone; people in general,N3,誰 彼,N3 N3
N3_V164,息子,むすこ,son,N3,息 子,N3 N5
N3_V165,失敗,しっぱい,failure; mistake,N3,失 敗,N3 N3
N3_V166,老人,ろうじん,elderly person,N3,老 人,N3 N5
N3_V167,良好,りょうこう,good; favorable,N3,良 好,N3 N3
N3_V168,表示,ひょうじ,display; indication,N3,表 示,N3 N3
N3_V169,信号,しんごう,signal; traffic light,N3,信 号,N3 N3
N3_V170,職員,しょくいん,staff member; employee,N3,職 員,N3 N4
N3_V171,王様,おうさま,king,N3,王 様,N3 N3
N3_V172,意識,いしき,consciousness; awareness,N3,意 識,N4 N3
N3_V173,警察,けいさつ,police,N3,警 察,N3 N3
N3_V174,優勝,ゆうしょう,championship; victory,N3,優 勝,N3 N3
N3_V175,投資,とうし,investment,N3,投 資,N3 N3
N3_V176,薬局,やっきょく,pharmacy,N3,薬 局,N3 N3
N3_V177,困難,こんなん,difficulty; hardship,N3,困 難,N3 N3
N3_V178,種類,しゅるい,kind; type; variety,N3,種 類,N3 N3
N3_V179,記念,きねん,commemoration; memory,N3,記 念,N3 N3
N3_V180,寄付,きふ,donation; contribution,N3,寄 付,N3 N3
N3_V181,公害,こうがい,pollution; public nuisance,N3,公 害,N4 N3
N3_V182,信頼,しんらい,trust; reliance,N3,信 頼,N3 N3
N3_V183,横断,おうだん,crossing; traversing,N3,横 断,N3 N3
N3_V184,増加,ぞうか,increase; growth,N3,増 加,N3 N3
N3_V185,差別,さべつ,discrimination; distinction,N3,差 別,N3 N4
N3_V186,苦労,くろう,hardship; trouble,N3,苦 労,N3 N3
N3_V187,収入,しゅうにゅう,income; revenue,N3,収 入,N3 N5
N3_V188,値段,ねだん,price,N3,値 段,N3 N3
N3_V189,俺様,おれさま,I; me (arrogant/self-important expression),N3,俺 様,N3 N3
N3_V190,渡米,とべい,going to the United States,N3,渡 米,N3 N3
N3_V191,給与,きゅうよ,salary; pay,N3,給 与,N3 N3
N3_V192,演説,えんぜつ,speech; address,N3,演 説,N3 N3
N3_V193,備考,びこう,note; remarks,N3,備 考,N3 N4
N3_V194,申告,しんこく,declaration; report,N3,申 告,N3 N3
N3_V195,例外,れいがい,exception,N3,例 外,N3 N5
N3_V196,労働,ろうどう,labor; work,N3,労 働,N3 N3
N3_V197,景観,けいかん,scenery; landscape,N3,景 観,N3 N3
N3_V198,抜け出す,ぬけだす,to escape; to slip out,N3,抜 出,N3 N5
N3_V199,遠足,えんそく,excursion; school trip,N3,遠 足,N3 N4
N3_V200,絶対,ぜったい,absolute; definitely,N3,絶 対,N3 N3
N3_V201,負数,ふすう,negative number,N3,負 数,N3 N3
N3_V202,幸福,こうふく,happiness; well-being,N3,幸 福,N3 N3
N3_V203,地球,ちきゅう,Earth; globe,N3,地 球,N4 N3
N3_V204,日本酒,にほんしゅ,Japanese sake,N3,日 本 酒,N5 N5 N3
N3_V205,君主,くんしゅ,monarch; sovereign,N3,君 主,N3 N4
N3_V206,察知,さっち,detection; sensing,N3,察 知,N3 N4
N3_V207,要望,ようぼう,request; demand,N3,要 望,N3 N3
N3_V208,婚約,こんやく,engagement; betrothal,N3,婚 約,N3 N3
N3_V209,単語,たんご,word; vocabulary item,N3,単 語,N3 N5
N3_V210,押入れ,おしいれ,Japanese-style closet,N3,押 入,N3 N5
N3_V211,割合,わりあい,rate; ratio; proportion,N3,割 合,N3 N3
N3_V212,制限,せいげん,restriction; limit,N3,制 限,N3 N3
N3_V213,戻り道,もどりみち,way back; return route,N3,戻 道,N3 N4
N3_V214,外科,げか,surgery; surgical department,N3,外 科,N5 N3
N3_V215,要求,ようきゅう,demand; request,N3,要 求,N3 N3
N3_V216,相談,そうだん,consultation; discussion,N3,相 談,N3 N3
N3_V217,下降,かこう,descent; decline,N3,下 降,N5 N3
N3_V218,夫妻,ふさい,husband and wife; married couple,N3,夫 妻,N3 N3
N3_V219,岡山,おかやま,Okayama,N3,岡 山,N3 N5
N3_V220,熱心,ねっしん,enthusiastic; earnest,N3,熱 心,N3 N4
N3_V221,浮上,ふじょう,surfacing; emerging,N3,浮 上,N3 N5
N3_V222,平等,びょうどう,equality; equal,N3,平 等,N3 N3
N3_V223,年末,ねんまつ,year-end,N3,年 末,N5 N3
N3_V224,幸運,こううん,good luck; fortune,N3,幸 運,N3 N4
N3_V225,草花,くさばな,flowers and grasses,N3,草 花,N3 N4
N3_V226,引越し,ひっこし,moving house,N3,引 越,N3 N3
N3_V227,登場,とうじょう,appearance; entrance,N3,登 場,N3 N4
N3_V228,分類,ぶんるい,classification,N3,分 類,N5 N3
N3_V229,未定,みてい,undecided; not yet fixed,N3,未 定,N3 N3
N3_V230,定規,じょうぎ,ruler; measuring rule,N3,定 規,N3 N3
N3_V231,精神,せいしん,mind; spirit,N3,精 神,N3 N3
N3_V232,抱負,ほうふ,aspiration; ambition,N3,抱 負,N3 N3
N3_V233,疲労,ひろう,fatigue; exhaustion,N3,疲 労,N3 N3
N3_V234,処理,しょり,processing; handling,N3,処 理,N3 N4
N3_V235,費用,ひよう,cost; expense,N3,費 用,N3 N4
N3_V236,非常,ひじょう,emergency; extraordinary,N3,非 常,N3 N3
N3_V237,大喜び,おおよろこび,great joy; delight,N3,大 喜,N5 N3
N3_V238,母娘,ははむすめ,mother and daughter,N3,母 娘,N5 N3
N3_V239,探求,たんきゅう,pursuit; quest,N3,探 求,N3 N3
N3_V240,犯人,はんにん,criminal; culprit,N3,犯 人,N3 N5
N3_V241,薬品,やくひん,medicine; chemical product,N3,薬 品,N3 N4
N3_V242,学園,がくえん,educational institution; academy,N3,学 園,N5 N3
N3_V243,疑問,ぎもん,doubt; question,N3,疑 問,N3 N4
N3_V244,情緒,じょうちょ,emotion; atmosphere,N3,情 緒,N3 N3
N3_V245,静止,せいし,standing still; stop,N3,静 止,N3 N4
N3_V246,具体,ぐたい,concrete; specific form,N3,具 体,N3 N4
N3_V247,出席,しゅっせき,attendance,N3,出 席,N5 N3
N3_V248,速度,そくど,speed; velocity,N3,速 度,N3 N4
N3_V249,程度,ていど,degree; extent,N3,程 度,N3 N4
N3_V250,転倒,てんとう,falling over; overturning,N3,転 倒,N4 N3
N3_V251,寝室,しんしつ,bedroom,N3,寝 室,N3 N4
N3_V252,自宅,じたく,one's home,N3,自 宅,N4 N3
N3_V253,絵本,えほん,picture book,N3,絵 本,N3 N5
N3_V254,破産,はさん,bankruptcy,N3,破 産,N3 N3
N3_V255,中庭,なかにわ,courtyard,N3,中 庭,N5 N3
N3_V256,婦人,ふじん,woman; lady,N3,婦 人,N3 N5
N3_V257,余分,よぶん,extra; surplus,N3,余 分,N3 N5
N3_V258,訪日,ほうにち,visit to Japan,N3,訪 日,N3 N5
N3_V259,冷静,れいせい,calm; composed,N3,冷 静,N3 N3
N3_V260,夕暮れ,ゆうぐれ,evening; dusk,N3,夕 暮,N4 N3
N3_V261,空腹,くうふく,hunger; empty stomach,N3,空 腹,N4 N3
N3_V262,危険,きけん,danger; dangerous,N3,危 険,N3 N3
N3_V263,似顔絵,にがおえ,portrait; caricature,N3,似 顔 絵,N3 N3 N3
N3_V264,険悪,けんあく,dangerous; hostile; tense,N3,険 悪,N3 N4
N3_V265,財産,ざいさん,property; assets,N3,財 産,N3 N3
N3_V266,遊園地,ゆうえんち,amusement park,N3,遊 園 地,N3 N3 N4
N3_V267,雑音,ざつおん,noise; static,N3,雑 音,N3 N4
N3_V268,恐怖,きょうふ,fear; terror,N3,恐 怖,N3 N3
N3_V269,値上げ,ねあげ,price increase,N3,値 上,N3 N5
N3_V270,暗記,あんき,memorization,N3,暗 記,N3 N3
N3_V271,積雪,せきせつ,snow accumulation,N3,積 雪,N3 N3
N3_V272,夢中,むちゅう,absorbed; engrossed,N3,夢 中,N3 N5
N3_V273,苦痛,くつう,pain; suffering,N3,苦 痛,N3 N3
N3_V274,富山,とやま,Toyama,N3,富 山,N3 N5
N3_V275,時刻,じこく,time; hour,N3,時 刻,N5 N3
N3_V276,悲鳴,ひめい,scream; shriek,N3,悲 鳴,N3 N3
N3_V277,欲求,よっきゅう,desire; demand,N3,欲 求,N3 N3
N3_V278,途中,とちゅう,on the way; midway,N3,途 中,N3 N5
N3_V279,作曲,さっきょく,composition (music),N3,作 曲,N4 N3
N3_V280,耳元,みみもと,near the ear,N3,耳 元,N3 N4
N3_V281,完全,かんぜん,complete; perfect,N3,完 全,N3 N3
N3_V282,願望,がんぼう,desire; wish,N3,願 望,N3 N3
N3_V283,犯罪,はんざい,crime,N3,犯 罪,N3 N3
N3_V284,陽気,ようき,cheerful; weather; season,N3,陽 気,N3 N5
N3_V285,解散,かいさん,dissolution; breakup,N3,解 散,N3 N3
N3_V286,見掛け,みかけ,appearance; outward look,N3,見 掛,N5 N3
N3_V287,昨年,さくねん,last year,N3,昨 年,N3 N5
N3_V288,怒鳴る,どなる,to shout; to yell,N3,怒 鳴,N3 N3
N3_V289,礼金,れいきん,key money; gratuity,N3,礼 金,N3 N5
N3_V290,行列,ぎょうれつ,line; queue; procession,N3,行 列,N5 N3
N3_V291,支払,しはらい,payment,N3,支 払,N3 N3
N3_V292,給料,きゅうりょう,salary; wages,N3,給 料,N3 N4
N3_V293,敗戦,はいせん,defeat in war,N3,敗 戦,N3 N3
N3_V294,捕手,ほしゅ,catcher (baseball),N3,捕 手,N3 N4
N3_V295,忘年会,ぼうねんかい,year-end party,N3,忘 年 会,N3 N5 N4
N3_V296,晴天,せいてん,clear weather,N3,晴 天,N3 N5
N3_V297,要因,よういん,factor; cause,N3,要 因,N3 N3
N3_V298,折半,せっぱん,splitting equally; half each,N3,折 半,N3 N5
N3_V299,送迎,そうげい,pickup and drop-off; seeing off and meeting,N3,送 迎,N4 N3
N3_V300,悲観,ひかん,pessimism,N3,悲 観,N3 N3
N3_V301,港町,みなとまち,port town,N3,港 町,N3 N4
N3_V302,責務,せきむ,duty; obligation,N3,責 務,N3 N3
N3_V303,除外,じょがい,exclusion,N3,除 外,N3 N5
N3_V304,貧困,ひんこん,poverty,N3,貧 困,N3 N3
N3_V305,閉店,へいてん,shop closing; closing a store,N3,閉 店,N3 N4
N3_V306,吸収,きゅうしゅう,absorption; assimilation,N3,吸 収,N3 N3
N3_V307,白髪,しらが,gray hair; white hair,N3,白 髪,N5 N3
N3_V308,花束,はなたば,bouquet,N3,花 束,N4 N3
N3_V309,居眠り,いねむり,dozing; nodding off,N3,居 眠,N3 N3
N3_V310,容易,ようい,easy; simple,N3,容 易,N3 N3
N3_V311,窓口,まどぐち,service window; counter,N3,窓 口,N3 N4
N3_V312,祖父,そふ,grandfather,N3,祖 父,N3 N5
N3_V313,勤務,きんむ,work; service; duty,N3,勤 務,N3 N3
N3_V314,昔話,むかしばなし,old tale; folktale,N3,昔 話,N3 N5
N3_V315,便利,べんり,convenient; useful,N3,便 利,N3 N3
N3_V316,適当,てきとう,appropriate; suitable; casual,N3,適 当,N3 N3
N3_V317,吹雪,ふぶき,snowstorm; blizzard,N3,吹 雪,N3 N3
N3_V318,気候,きこう,climate,N3,気 候,N5 N3
N3_V319,怖気,おじけ,fear; timidity,N3,怖 気,N3 N5
N3_V320,否定,ひてい,denial; negation,N3,否 定,N3 N3
N3_V321,遅刻,ちこく,lateness; being late,N3,遅 刻,N3 N3
N3_V322,煙草,たばこ,tobacco; cigarette,N3,煙 草,N3 N3
N3_V323,徒歩,とほ,walking; on foot,N3,徒 歩,N3 N4
N3_V324,欠点,けってん,fault; weak point,N3,欠 点,N3 N3
N3_V325,迷子,まいご,lost child; lost person,N3,迷 子,N3 N5
N3_V326,洗面,せんめん,washing one's face,N3,洗 面,N3 N3
N3_V327,交互,こうご,alternately; mutually,N3,交 互,N3 N3
N3_V328,才能,さいのう,talent; ability,N3,才 能,N3 N3
N3_V329,変更,へんこう,change; modification,N3,変 更,N3 N3
N3_V330,歯医者,はいしゃ,dentist,N3,歯 医 者,N3 N4 N4
N3_V331,強盗,ごうとう,robbery; robber,N3,強 盗,N4 N3
N3_V332,慣用,かんよう,customary usage; idiomatic use,N3,慣 用,N3 N4
N3_V333,晩年,ばんねん,later years; final years,N3,晩 年,N3 N5
N3_V334,箱庭,はこにわ,miniature garden,N3,箱 庭,N3 N3
N3_V335,到達,とうたつ,arrival; reaching,N3,到 達,N3 N3
N3_V336,頂上,ちょうじょう,summit; top,N3,頂 上,N3 N5
N3_V337,一杯,いっぱい,one cup; full; a lot,N3,一 杯,N5 N3
N3_V338,皆様,みなさま,everyone (polite),N3,皆 様,N3 N3
N3_V339,寒気,さむけ,chill; shivering,N3,寒 気,N3 N5
N3_V340,恥知らず,はじしらず,shameless; shameless person,N3,恥 知,N3 N4
N3_V341,疲れ顔,つかれがお,tired-looking face,N3,疲 顔,N3 N3
N3_V342,貧富,ひんぷ,rich and poor; wealth disparity,N3,貧 富,N3 N3
N3_V343,子猫,こねこ,kitten,N3,子 猫,N5 N3
N3_V344,誤解,ごかい,misunderstanding,N3,誤 解,N3 N3
N3_V345,幾何学,きかがく,geometry,N3,幾 何 学,N3 N5 N5
N3_V346,賛成,さんせい,agreement; approval,N3,賛 成,N3 N3
N3_V347,偶然,ぐうぜん,chance; coincidence,N3,偶 然,N3 N3
N3_V348,多忙,たぼう,very busy,N3,多 忙,N4 N3
N3_V349,水泳,すいえい,swimming,N3,水 泳,N5 N3
N3_V350,靴下,くつした,socks,N3,靴 下,N3 N5
N3_V351,偉人,いじん,great person; notable figure,N3,偉 人,N3 N5
N3_V352,落葉,らくよう,fallen leaves; leaf fall,N3,落 葉,N3 N3
N3_V353,由来,ゆらい,origin; derivation,N3,由 来,N3 N5
N3_V354,放置,ほうち,leaving as is; neglect,N3,放 置,N3 N3
N3_V355,果実,かじつ,fruit,N3,果 実,N3 N3
N3_V356,商談,しょうだん,business negotiation,N3,商 談,N3 N3
N3_V357,退職,たいしょく,retirement; leaving a job,N3,退 職,N3 N3
N3_V358,逃亡,とうぼう,escape; flight,N3,逃 亡,N3 N3
N3_V359,歌舞,かぶ,song and dance,N3,歌 舞,N4 N3
N3_V360,合宿,がっしゅく,training camp; group lodging,N3,合 宿,N3 N3
N3_V361,許容,きょよう,permission; tolerance,N3,許 容,N3 N3
N3_V362,亡命,ぼうめい,exile; seeking asylum,N3,亡 命,N3 N3
N3_V363,辞退,じたい,declining; refusal,N3,辞 退,N3 N3
N3_V364,努力家,どりょくか,hard worker; diligent person,N3,努 力 家,N3 N4 N4
N3_V365,部長,ぶちょう,department manager; section chief,N3,部 長,N3 N5
N3_V366,国内,こくない,domestic; within the country,N3,国 内,N5 N3
N3_V367,女性,じょせい,woman; female,N3,女 性,N5 N3
N3_V368,関連,かんれん,relation; connection,N3,関 連,N3 N3
N3_V369,政界,せいかい,political world,N3,政 界,N3 N4
N3_V370,取得,しゅとく,acquisition; obtaining,N3,取 得,N3 N3
N3_V371,最後,さいご,last; final,N3,最 後,N3 N5
N3_V372,化石,かせき,fossil,N3,化 石,N3 N3
N3_V373,法人,ほうじん,corporation; legal person,N3,法 人,N3 N5
N3_V374,対向,たいこう,facing; opposite direction,N3,対 向,N3 N3
N3_V375,経由,けいゆ,via; by way of,N3,経 由,N3 N3
N3_V376,連日,れんじつ,day after day; consecutive days,N3,連 日,N3 N5
N3_V377,原料,げんりょう,raw material,N3,原 料,N3 N4
N3_V378,機能,きのう,function; capability,N3,機 能,N3 N3
N3_V379,次男,じなん,second son,N3,次 男,N3 N5
N3_V380,美人,びじん,beautiful woman,N3,美 人,N3 N5
N3_V381,太字,ふとじ,bold type; boldface,N3,太 字,N3 N4
N3_V382,飛び込む,とびこむ,to jump into; to rush into,N3,飛 込,N3 N3
N3_V383,受信,じゅしん,reception; receiving a signal,N3,受 信,N3 N3
N3_V384,市内,しない,within a city,N3,市 内,N3 N3
N3_V385,定期,ていき,fixed term; regular; season ticket,N3,定 期,N3 N3
N3_V386,活用,かつよう,practical use; utilization,N3,活 用,N3 N4
N3_V387,先頭,せんとう,head; front; lead,N3,先 頭,N5 N3
N3_V388,組合,くみあい,association; union,N3,組 合,N3 N3
N3_V389,指示,しじ,instruction; indication,N3,指 示,N3 N3
N3_V390,葉書,はがき,postcard,N3,葉 書,N3 N5
N3_V391,初心,しょしん,beginner's mind; original intention,N3,初 心,N3 N4
N3_V392,調子,ちょうし,condition; tone; manner,N3,調 子,N3 N5
N3_V393,議員,ぎいん,legislator; assembly member,N3,議 員,N3 N4
N3_V394,直前,ちょくぜん,immediately before,N3,直 前,N3 N5
N3_V395,当選,とうせん,being elected; winning a prize,N3,当 選,N3 N3
N3_V396,権利,けんり,right; privilege,N3,権 利,N3 N3
