id,word,reading,english_meaning,study_level,kanji_components,component_levels
N1_V0092,貴重,きちょう,precious; valuable,N1,貴 重,N1 N4
N1_V0093,整理,せいり,organization; sorting,N1,整 理,N1 N4
N1_V0094,公衆,こうしゅう,public,N1,公 衆,N4 N1
N1_V0095,普及,ふきゅう,diffusion; spread,N1,普 及,N2 N1
N1_V0096,盛大,せいだい,grand;盛大,N1,盛 大,N1 N5
N1_V0097,玄関,げんかん,entrance hall,N1,玄 関,N1 N3
N1_V0098,恩恵,おんけい,benefit; blessing,N1,恩 恵,N1 N1
N1_V0099,授業,じゅぎょう,class; lesson,N1,授 業,N1 N4
N1_V0100,弾丸,だんがん,bullet,N1,弾 丸,N1 N2
N1_V0101,栄養,えいよう,nutrition,N1,栄 養,N2 N1
N1_V0102,驚異,きょうい,wonder; marvel,N1,驚 異,N1 N1
N1_V0103,奈良,なら,Nara,N1,奈 良,N1 N3
N1_V0104,推薦,すいせん,recommendation,N1,推 薦,N1 N1
N1_V0105,樹木,じゅもく,trees; woody plants,N1,樹 木,N1 N5
N1_V0106,行為,こうい,act; conduct,N1,行 為,N5 N1
N1_V0107,英雄,えいゆう,hero,N1,英 雄,N4 N1
N1_V0108,日本刀,にほんとう,Japanese sword,N1,日 本 刀,N5 N5 N1
N1_V0109,弁当,べんとう,boxed lunch,N1,弁 当,N1 N3
N1_V0110,微妙,びみょう,subtle; delicate,N1,微 妙,N1 N1
N1_V0111,模様,もよう,pattern; design,N1,模 様,N1 N3
N1_V0112,抵抗,ていこう,resistance,N1,抵 抗,N1 N1
N1_V0113,上級,じょうきゅう,advanced level,N1,上 級,N5 N1
N1_V0114,瞬間,しゅんかん,instant; moment,N1,瞬 間,N1 N5
N1_V0115,名称,めいしょう,name; designation,N1,名 称,N5 N1
N1_V0116,豪華,ごうか,luxurious; gorgeous,N1,豪 華,N1 N1
N1_V0117,負傷,ふしょう,injury,N1,負 傷,N3 N1
N1_V0118,戦闘,せんとう,combat,N1,戦 闘,N3 N1
N1_V0119,筋肉,きんにく,muscle,N1,筋 肉,N1 N4
N1_V0120,翻訳,ほんやく,translation,N1,翻 訳,N1 N1
N1_V0121,放射,ほうしゃ,radiation; emission,N1,放 射,N3 N1
N1_V0122,改善,かいぜん,improvement,N1,改 善,N2 N1
N1_V0123,沈黙,ちんもく,silence,N1,沈 黙,N2 N1
N1_V0124,人柄,ひとがら,personality; character,N1,人 柄,N5 N1
N1_V0125,刑事,けいじ,criminal investigation; detective,N1,刑 事,N1 N4
N1_V0126,季節,きせつ,season,N1,季 節,N2 N1
N1_V0127,脱出,だっしゅつ,escape,N1,脱 出,N1 N5
N1_V0128,厳重,げんじゅう,strict; secure,N1,厳 重,N1 N4
N1_V0129,博士,はかせ,doctor; PhD,N1,博 士,N1 N1
N1_V0130,陣地,じんち,position; encampment,N1,陣 地,N1 N4
N1_V0131,奇跡,きせき,miracle,N1,奇 跡,N1 N2
N1_V0132,忠実,ちゅうじつ,faithful; loyal,N1,忠 実,N1 N3
N1_V0133,感染,かんせん,infection,N1,感 染,N3 N1
N1_V0134,標準,ひょうじゅん,standard,N1,標 準,N1 N2
N1_V0135,縁側,えんがわ,veranda,N1,縁 側,N1 N3
N1_V0136,壁画,へきが,mural,N1,壁 画,N1 N4
N1_V0137,駆動,くどう,drive; actuation,N1,駆 動,N1 N4
N1_V0138,麻酔,ますい,anesthesia,N1,麻 酔,N1 N1
N1_V0139,甲板,かんぱん,ship deck,N1,甲 板,N1 N2
N1_V0140,藩主,はんしゅ,feudal lord,N1,藩 主,N1 N4
N1_V0141,迫力,はくりょく,impact; force,N1,迫 力,N1 N4
N1_V0142,踏切,ふみきり,railway crossing,N1,踏 切,N1 N4
N1_V0143,討論,とうろん,debate,N1,討 論,N1 N3
N1_V0144,聖書,せいしょ,Bible,N1,聖 書,N1 N5
N1_V0145,辞典,じてん,dictionary,N1,辞 典,N3 N1
N1_V0146,剣道,けんどう,kendo,N1,剣 道,N1 N4
N1_V0147,症状,しょうじょう,symptom,N1,症 状,N1 N3
N1_V0148,納税,のうぜい,tax payment,N1,納 税,N1 N2
N1_V0149,弥生,やよい,Yayoi; March (old name),N1,弥 生,N1 N5
N1_V0150,金融,きんゆう,finance,N1,金 融,N5 N1
N1_V0151,砂浜,すなはま,sandy beach,N1,砂 浜,N2 N1
N1_V0152,故郷,こきょう,hometown,N1,故 郷,N1 N1
N1_V0153,迷惑,めいわく,trouble; nuisance,N1,迷 惑,N3 N1
N1_V0154,柳川,やながわ,Yanagawa,N1,柳 川,N1 N5
N1_V0155,根拠,こんきょ,basis; grounds,N1,根 拠,N2 N1
N1_V0156,奉仕,ほうし,service; volunteering,N1,奉 仕,N1 N4
N1_V0157,崩壊,ほうかい,collapse,N1,崩 壊,N1 N1
N1_V0158,利益,りえき,profit; benefit,N1,利 益,N3 N1
N1_V0159,文句,もんく,complaint; phrase,N1,文 句,N4 N1
N1_V0160,所属,しょぞく,affiliation,N1,所 属,N3 N1
N1_V0161,成功,せいこう,success,N1,成 功,N3 N1
N1_V0162,皇帝,こうてい,emperor,N1,皇 帝,N1 N1
N1_V0163,年賀,ねんが,New Year greeting,N1,年 賀,N5 N1
N1_V0164,外堀,そとぼり,outer moat,N1,外 堀,N5 N1
N1_V0165,創造,そうぞう,creation,N1,創 造,N1 N2
N1_V0166,号泣,ごうきゅう,wailing; sobbing,N1,号 泣,N3 N1
N1_V0167,記憶,きおく,memory,N1,記 憶,N3 N1
N1_V0168,幹部,かんぶ,executive; leadership,N1,幹 部,N1 N3
N1_V0169,露出,ろしゅつ,exposure,N1,露 出,N1 N5
N1_V0170,矢印,やじるし,arrow mark,N1,矢 印,N1 N2
N1_V0171,握手,あくしゅ,handshake,N1,握 手,N1 N4
N1_V0172,儀式,ぎしき,ceremony,N1,儀 式,N1 N3
N1_V0173,聴覚,ちょうかく,hearing sense,N1,聴 覚,N1 N3
N1_V0174,襲撃,しゅうげき,attack; raid,N1,襲 撃,N1 N1
N1_V0175,特徴,とくちょう,feature; characteristic,N1,特 徴,N4 N1
N1_V0176,丁寧,ていねい,polite; careful,N1,丁 寧,N1 N1
N1_V0177,憲法,けんぽう,constitution,N1,憲 法,N1 N3
N1_V0178,内閣,ないかく,cabinet,N1,内 閣,N3 N1
N1_V0179,救助,きゅうじょ,rescue,N1,救 助,N1 N3
N1_V0180,陰気,いんき,gloomy; melancholy,N1,陰 気,N1 N5
N1_V0181,繰越,くりこし,carryover,N1,繰 越,N1 N3
N1_V0182,刹那,せつな,instant; moment,N1,刹 那,N1 N1
N1_V0183,操作,そうさ,operation; manipulation,N1,操 作,N1 N4
N1_V0184,騒音,そうおん,noise,N1,騒 音,N1 N4
N1_V0185,自己,じこ,self; oneself,N1,自 己,N4 N1
N1_V0186,魔法,まほう,magic,N1,魔 法,N1 N3
N1_V0187,撮影,さつえい,photography; filming,N1,撮 影,N1 N1
N1_V0188,携帯,けいたい,portable; mobile phone,N1,携 帯,N1 N2
N1_V0189,隣人,りんじん,neighbor,N1,隣 人,N1 N5
N1_V0190,宣言,せんげん,declaration,N1,宣 言,N1 N4
N1_V0191,訴訟,そしょう,lawsuit,N1,訴 訟,N1 N1
N1_V0192,繁茂,はんも,luxuriant growth,N1,繁 茂,N1 N1
N1_V0193,釣銭,つりせん,change (money returned),N1,釣 銭,N1 N1
N1_V0194,批判,ひはん,criticism,N1,批 判,N1 N3
N1_V0195,誘導,ゆうどう,guidance; induction,N1,誘 導,N1 N2
N1_V0196,核兵器,かくへいき,nuclear weapon,N1,核 兵 器,N1 N2 N1
N1_V0197,哲学,てつがく,philosophy,N1,哲 学,N1 N5
N1_V0198,締結,ていけつ,conclusion of an agreement,N1,締 結,N1 N1
N1_V0199,鹿肉,しかにく,venison,N1,鹿 肉,N1 N4
N1_V0200,就職,しゅうしょく,getting a job,N1,就 職,N1 N3
N1_V0201,全滅,ぜんめつ,annihilation,N1,全 滅,N3 N1
N1_V0202,仰天,ぎょうてん,astonishment,N1,仰 天,N1 N5
N1_V0203,浅瀬,あさせ,shallows,N1,浅 瀬,N2 N1
N1_V0204,一致,いっち,agreement;一致,N1,一 致,N5 N1
N1_V0205,潜伏,せんぷく,concealment; incubation,N1,潜 伏,N1 N1
N1_V0206,杉林,すぎばやし,cedar grove,N1,杉 林,N1 N2
N1_V0207,審査,しんさ,examination; screening,N1,審 査,N1 N2
N1_V0208,回避,かいひ,avoidance,N1,回 避,N3 N1
N1_V0209,動揺,どうよう,agitation; shaking,N1,動 揺,N4 N1
N1_V0210,浦島,うらしま,Urashima,N1,浦 島,N1 N2
N1_V0211,至急,しきゅう,urgent,N1,至 急,N1 N4
N1_V0212,裕福,ゆうふく,wealthy,N1,裕 福,N1 N3
N1_V0213,同盟,どうめい,alliance,N1,同 盟,N4 N1
N1_V0214,執行,しっこう,execution; enforcement,N1,執 行,N1 N5
N1_V0215,鬼門,きもん,unlucky direction; weak point,N1,鬼 門,N1 N2
N1_V0216,酸素,さんそ,oxygen,N1,酸 素,N1 N1
N1_V0217,拡大,かくだい,expansion,N1,拡 大,N1 N5
N1_V0218,銃弾,じゅうだん,bullet,N1,銃 弾,N1 N1
N1_V0219,維持,いじ,maintenance,N1,維 持,N1 N4
N1_V0220,縄文,じょうもん,Jomon,N1,縄 文,N1 N4
N1_V0221,詩人,しじん,poet,N1,詩 人,N1 N5
N1_V0222,廃止,はいし,abolition,N1,廃 止,N1 N4
N1_V0223,充実,じゅうじつ,fulfillment; enrichment,N1,充 実,N1 N3
N1_V0224,望遠鏡,ぼうえんきょう,telescope,N1,望 遠 鏡,N3 N3 N1
N1_V0225,仮定,かてい,assumption,N1,仮 定,N1 N3
N1_V0226,吐息,といき,sigh,N1,吐 息,N1 N3
N1_V0227,申請,しんせい,application,N1,申 請,N3 N1
N1_V0228,眺望,ちょうぼう,view; prospect,N1,眺 望,N1 N3
N1_V0229,沖縄,おきなわ,Okinawa,N1,沖 縄,N1 N1
N1_V0230,活躍,かつやく,active role; success,N1,活 躍,N3 N1
N1_V0231,威力,いりょく,power; might,N1,威 力,N1 N4
N1_V0232,屈折,くっせつ,refraction; bending,N1,屈 折,N1 N3
N1_V0233,勘定,かんじょう,calculation; bill,N1,勘 定,N1 N3
N1_V0234,徹底,てってい,thoroughness,N1,徹 底,N1 N2
N1_V0235,書斎,しょさい,study room,N1,書 斎,N5 N1
N1_V0236,感謝,かんしゃ,gratitude,N1,感 謝,N3 N1
N1_V0237,軍艦,ぐんかん,warship,N1,軍 艦,N2 N1
N1_V0238,開催,かいさい,holding an event,N1,開 催,N4 N1
N1_V0239,校舎,こうしゃ,school building,N1,校 舎,N5 N1
N1_V0240,仁愛,じんあい,benevolence; charity,N1,仁 愛,N1 N3
N1_V0241,衝突,しょうとつ,collision,N1,衝 突,N1 N3
N1_V0242,脚本,きゃくほん,script,N1,脚 本,N1 N5
N1_V0243,虎口,ここ,dangerous place,N1,虎 口,N1 N4
N1_V0244,潮流,ちょうりゅう,current; trend,N1,潮 流,N1 N3
N1_V0245,洞穴,どうくつ,cave,N1,洞 穴,N1 N1
N1_V0246,怪物,かいぶつ,monster,N1,怪 物,N1 N4
N1_V0247,仙人,せんにん,hermit; immortal sage,N1,仙 人,N1 N5
N1_V0248,光輝,こうき,brilliance,N1,光 輝,N3 N1
N1_V0249,緊急,きんきゅう,emergency,N1,緊 急,N1 N4
N1_V0250,口唇,こうしん,lips,N1,口 唇,N4 N1
N1_V0251,忍耐,にんたい,patience,N1,忍 耐,N1 N1
N1_V0252,狂気,きょうき,madness,N1,狂 気,N1 N5
N1_V0253,略奪,りゃくだつ,plunder,N1,略 奪,N2 N1
N1_V0254,診断,しんだん,diagnosis,N1,診 断,N1 N3
N1_V0255,恐竜,きょうりゅう,dinosaur,N1,恐 竜,N3 N1
N1_V0256,負債,ふさい,liabilities; debt,N1,負 債,N3 N1
N1_V0257,鈴木,すずき,Suzuki,N1,鈴 木,N1 N5
N1_V0258,僧侶,そうりょ,Buddhist monk,N1,僧 侶,N1 N1
N1_V0259,掲示,けいじ,notice; posting,N1,掲 示,N1 N3
N1_V0260,伯爵,はくしゃく,count; earl,N1,伯 爵,N1 N1
N1_V0261,熊手,くまで,rake; bear paw,N1,熊 手,N1 N4
N1_V0262,浪人,ろうにん,masterless samurai; gap-year student,N1,浪 人,N1 N5
N1_V0263,梅雨,つゆ,rainy season,N1,梅 雨,N1 N5
N1_V0264,看護,かんご,nursing,N1,看 護,N1 N1
N1_V0265,俊才,しゅんさい,talent; gifted person,N1,俊 才,N1 N3
N1_V0266,指摘,してき,pointing out,N1,指 摘,N3 N1
N1_V0267,項目,こうもく,item; entry,N1,項 目,N1 N4
N1_V0268,霊感,れいかん,inspiration; spiritual sense,N1,霊 感,N1 N3
N1_V0269,石垣,いしがき,stone wall,N1,石 垣,N3 N1
N1_V0270,慢性,まんせい,chronic condition,N1,慢 性,N1 N3
N1_V0271,取扱,とりあつかい,handling,N1,取 扱,N3 N1
N1_V0272,交渉,こうしょう,negotiation,N1,交 渉,N3 N1
N1_V0273,如実,にょじつ,vivid; true to life,N1,如 実,N1 N3
N1_V0274,短縮,たんしゅく,shortening,N1,短 縮,N2 N1
N1_V0275,詳細,しょうさい,details,N1,詳 細,N1 N2
N1_V0276,元旦,がんたん,New Year's Day,N1,元 旦,N4 N1
N1_V0277,考慮,こうりょ,consideration,N1,考 慮,N4 N1
N1_V0278,優雅,ゆうが,elegant,N1,優 雅,N3 N1
N1_V0279,鉄砲,てっぽう,gun,N1,鉄 砲,N2 N1
N1_V0280,陰謀,いんぼう,conspiracy,N1,陰 謀,N1 N1
N1_V0281,懐中,かいちゅう,pocket; bosom,N1,懐 中,N1 N5
N1_V0282,愚痴,ぐち,complaint; grumbling,N1,愚 痴,N1 N1
N1_V0283,毒舌,どくぜつ,sharp tongue,N1,毒 舌,N2 N1
N1_V0284,駄作,ださく,poor work,N1,駄 作,N1 N4
N1_V0285,奴隷,どれい,slave,N1,奴 隷,N1 N1
N1_V0286,大豆,だいず,soybean,N1,大 豆,N5 N1
N1_V0287,又聞き,またぎき,hearsay,N1,又 聞,N1 N5
N1_V0288,金銭,きんせん,money,N1,金 銭,N5 N1
N1_V0289,抑制,よくせい,restraint,N1,抑 制,N1 N3
N1_V0290,侍従,じじゅう,chamberlain,N1,侍 従,N1 N1
N1_V0291,宇宙,うちゅう,universe,N1,宇 宙,N2 N1
N1_V0292,範囲,はんい,range; scope,N1,範 囲,N1 N2
N1_V0293,潜水,せんすい,diving,N1,潜 水,N1 N5
N1_V0294,泥酔,でいすい,dead drunk,N1,泥 酔,N2 N1
N1_V0295,風呂,ふろ,bath,N1,風 呂,N4 N1
N1_V0296,返還,へんかん,return; restoration,N1,返 還,N3 N1
N1_V0297,丹念,たんねん,careful; painstaking,N1,丹 念,N1 N3
N1_V0298,亜熱帯,あねったい,subtropics,N1,亜 熱 帯,N1 N3 N2
N1_V0299,亀裂,きれつ,crack; fissure,N1,亀 裂,N1 N1
N1_V0300,沼地,ぬまち,marshland,N1,沼 地,N1 N4
N1_V0301,巡回,じゅんかい,patrol; circuit,N1,巡 回,N1 N3
N1_V0302,悪臭,あくしゅう,bad smell,N1,悪 臭,N4 N1
N1_V0303,慶応,けいおう,Keio era/name,N1,慶 応,N1 N1
N1_V0304,距離,きょり,distance,N1,距 離,N1 N1
N1_V0305,解釈,かいしゃく,interpretation,N1,解 釈,N3 N1
N1_V0306,侵入,しんにゅう,intrusion,N1,侵 入,N1 N5
N1_V0307,同僚,どうりょう,colleague,N1,同 僚,N4 N1
N1_V0308,覚悟,かくご,readiness; resolution,N1,覚 悟,N3 N1
N1_V0309,隆盛,りゅうせい,prosperity,N1,隆 盛,N1 N1
N1_V0310,破裂,はれつ,burst; rupture,N1,破 裂,N3 N1
N1_V0311,尋問,じんもん,interrogation,N1,尋 問,N1 N4
N1_V0312,国旗,こっき,national flag,N1,国 旗,N5 N1
N1_V0313,羅列,られつ,enumeration,N1,羅 列,N1 N3
N1_V0314,指揮,しき,command; direction,N1,指 揮,N3 N1
N1_V0315,票数,ひょうすう,number of votes,N1,票 数,N1 N3
N1_V0316,稲作,いなさく,rice cultivation,N1,稲 作,N1 N4
N1_V0317,細胞,さいぼう,cell,N1,細 胞,N2 N1
N1_V0318,懸命,けんめい,earnest; strenuous,N1,懸 命,N1 N3
N1_V0319,原稿,げんこう,manuscript,N1,原 稿,N3 N1
N1_V0320,貝塚,かいづか,shell mound,N1,貝 塚,N2 N1
N1_V0321,基盤,きばん,foundation; infrastructure,N1,基 盤,N1 N1
N1_V0322,災害,さいがい,disaster,N1,災 害,N1 N3
N1_V0323,軍曹,ぐんそう,sergeant,N1,軍 曹,N2 N1
N1_V0324,尽力,じんりょく,effort; assistance,N1,尽 力,N1 N4
N1_V0325,花嫁,はなよめ,bride,N1,花 嫁,N4 N1
N1_V0326,繁栄,はんえい,prosperity,N1,繁 栄,N1 N2
N1_V0327,即座,そくざ,immediate; on the spot,N1,即 座,N1 N3
N1_V0328,手帳,てちょう,pocket notebook,N1,手 帳,N4 N1
N1_V0329,装飾,そうしょく,decoration,N1,装 飾,N2 N1
N1_V0330,沿岸,えんがん,coast,N1,沿 岸,N1 N2
N1_V0331,獲得,かくとく,acquisition,N1,獲 得,N1 N3
N1_V0332,同伴,どうはん,accompaniment,N1,同 伴,N4 N1
N1_V0333,唐辛子,とうがらし,chili pepper,N1,唐 辛 子,N1 N2 N5
N1_V0334,狭間,はざま,gap; interval,N1,狭 間,N1 N5
N1_V0335,添加,てんか,addition; additive,N1,添 加,N1 N3
N1_V0336,薬剤,やくざい,medicine; chemical agent,N1,薬 剤,N3 N1
N1_V0337,魅力,みりょく,charm; attraction,N1,魅 力,N1 N4
N1_V0338,契約,けいやく,contract,N1,契 約,N1 N3
N1_V0339,邪魔,じゃま,hindrance,N1,邪 魔,N1 N1
N1_V0340,挑戦,ちょうせん,challenge,N1,挑 戦,N1 N3
N1_V0341,免許,めんきょ,license,N1,免 許,N1 N3
N1_V0342,爵位,しゃくい,peerage rank,N1,爵 位,N1 N3
N1_V0343,選択,せんたく,choice,N1,選 択,N3 N1
N1_V0344,廊下,ろうか,corridor,N1,廊 下,N1 N5
N1_V0345,分析,ぶんせき,analysis,N1,分 析,N5 N1
N1_V0346,先輩,せんぱい,senior,N1,先 輩,N5 N1
N1_V0347,敏感,びんかん,sensitive,N1,敏 感,N1 N3
N1_V0348,千羽鶴,せんばづる,one thousand paper cranes,N1,千 羽 鶴,N5 N2 N1
N1_V0349,虚偽,きょぎ,falsehood,N1,虚 偽,N1 N1
N1_V0350,往復,おうふく,round trip,N1,往 復,N1 N2
N1_V0351,趣味,しゅみ,hobby; taste,N1,趣 味,N1 N4
N1_V0352,猛烈,もうれつ,fierce; intense,N1,猛 烈,N1 N1
N1_V0353,検索,けんさく,search,N1,検 索,N1 N1
N1_V0354,匂い袋,においぶくろ,scented sachet,N1,匂 袋,N1 N2
N1_V0355,摩擦,まさつ,friction,N1,摩 擦,N1 N1
N1_V0356,菊花,きっか,chrysanthemum flower,N1,菊 花,N1 N4
N1_V0357,滑走,かっそう,gliding; taxiing,N1,滑 走,N1 N4
N1_V0358,沙漠,さばく,desert,N1,沙 漠,N1 N1
N1_V0359,裸足,はだし,barefoot,N1,裸 足,N1 N4
N1_V0360,孝行,こうこう,filial devotion,N1,孝 行,N1 N5
N1_V0361,大綱,たいこう,outline; principles,N1,大 綱,N5 N1
N1_V0362,官邸,かんてい,official residence,N1,官 邸,N3 N1
N1_V0363,邦人,ほうじん,Japanese national,N1,邦 人,N1 N5
N1_V0364,掲揚,けいよう,hoisting,N1,掲 揚,N1 N1
N1_V0365,卓越,たくえつ,excellence,N1,卓 越,N1 N3
N1_V0366,騎士,きし,knight,N1,騎 士,N1 N1
N1_V0367,墓地,ぼち,cemetery,N1,墓 地,N1 N4
N1_V0368,歌姫,うたひめ,female singer; diva,N1,歌 姫,N4 N1
N1_V0369,孔子,こうし,Confucius,N1,孔 子,N1 N5
N1_V0370,耐久,たいきゅう,durability,N1,耐 久,N1 N2
N1_V0371,必須,ひっす,essential; required,N1,必 須,N3 N1
N1_V0372,臨時,りんじ,temporary; extraordinary,N1,臨 時,N1 N5
N1_V0373,貢献,こうけん,contribution,N1,貢 献,N1 N1
N1_V0374,人脈,じんみゃく,personal connections,N1,人 脈,N5 N1
N1_V0375,芝生,しばふ,lawn,N1,芝 生,N1 N5
N1_V0376,合唱,がっしょう,chorus,N1,合 唱,N3 N1
N1_V0377,料亭,りょうてい,traditional Japanese restaurant,N1,料 亭,N4 N1
N1_V0378,誕生,たんじょう,birth,N1,誕 生,N1 N5
N1_V0379,一貫,いっかん,consistency,N1,一 貫,N5 N1
N1_V0380,偽造,ぎぞう,forgery,N1,偽 造,N1 N2
N1_V0381,桜花,おうか,cherry blossom,N1,桜 花,N1 N4
N1_V0382,成熟,せいじゅく,maturity,N1,成 熟,N3 N1
N1_V0383,排除,はいじょ,exclusion,N1,排 除,N1 N3
N1_V0384,透明,とうめい,transparent,N1,透 明,N1 N4
N1_V0385,放棄,ほうき,abandonment,N1,放 棄,N3 N1
N1_V0386,削除,さくじょ,deletion,N1,削 除,N1 N3
N1_V0387,演奏,えんそう,musical performance,N1,演 奏,N3 N1
N1_V0388,幻想,げんそう,fantasy; illusion,N1,幻 想,N1 N3
N1_V0389,華麗,かれい,splendid; gorgeous,N1,華 麗,N1 N1
